id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
958,"Bright, Modern Garden Unit - 1BR/1B",1169,Holly,,Western Addition,37.769310377340766,-122.43385634488999,Entire home/apt,170,1,160,2018-09-17,1.43,1,140
5858,Creative Sanctuary,8904,Philip And Tania,,Bernal Heights,37.745112331410034,-122.42101788836888,Entire home/apt,235,30,112,2017-08-06,0.98,1,365
7918,A Friendly Room - UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.766689597862175,-122.45250461761628,Private room,65,32,17,2016-11-21,0.15,9,365
8142,Friendly Room Apt. Style -UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76487219421756,-122.45182799146508,Private room,65,32,8,2018-09-12,0.16,9,332
8339,Historic Alamo Square Victorian,24215,Rosy,,Western Addition,37.775248585892676,-122.43637374831292,Entire home/apt,785,7,27,2018-08-11,0.25,2,89
8567,Lovely 2BR flat Great Location,25601,Sandy,,Western Addition,37.78470745496073,-122.44555431261594,Entire home/apt,255,2,31,2018-09-02,0.28,1,41
8739,"Mission Sunshine, with Private Bath",7149,Ivan & Wendy,,Mission,37.75918889708064,-122.42236687240562,Private room,139,1,614,2018-09-28,5.50,2,141
9225,Artful Potrero Separate Floor with Garden,29674,Gae,,Potrero Hill,37.76258885144137,-122.40543055237004,Private room,135,1,427,2018-09-30,3.92,1,340
10251,Victorian Suite in Inner Mission,35199,Roman & Sarah,,Mission,37.75874294929672,-122.4132720164374,Entire home/apt,265,3,302,2018-09-15,2.74,1,300
10578,Classic Nob Hill Studio - Roof Deck,37049,Andrew,,Nob Hill,37.79142746368994,-122.41543567951581,Entire home/apt,120,30,18,2015-05-17,0.22,1,365
10819,Spacious 3BED/2BATH Apartment in Marina District,38836,Bernat,,Marina,37.80060135801387,-122.42504538133501,Entire home/apt,218,30,22,2015-12-14,0.33,41,276
10820,Haight Buena Vista Park Garden 3BR,38836,Bernat,,Haight Ashbury,37.771873721790115,-122.43859113023433,Entire home/apt,177,30,36,2018-09-08,0.33,41,306
10824,Victorian House in Hayes Valley,38836,Bernat,,Western Addition,37.77355001557393,-122.42436191545026,Entire home/apt,194,30,14,2018-08-25,0.17,41,283
10832,Union Square Modern Loft,38836,Bernat,,Downtown/Civic Center,37.78573889680189,-122.40797710199777,Entire home/apt,139,30,18,2018-08-17,0.26,41,314
12041,Sunny/Sunset view room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.77018946066375,-122.44594218370484,Private room,85,32,6,2018-09-20,0.07,9,365
12042,Sunny/Sunset view room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76894262424544,-122.44778223886064,Private room,85,32,5,2015-10-18,0.08,9,365
12522,Perfectly located Castro,18431,Brenda,,Castro/Upper Market,37.76074548179248,-122.43032405939661,Private room,79,3,375,2018-09-29,3.53,1,21
12584,"3 levels, Views, 2BR/1BA",49383,Tom,,Inner Sunset,37.762031017197216,-122.45454953525292,Entire home/apt,146,30,15,2018-09-07,0.21,2,319
14125,Gallery Residence,55475,Olivia,,Mission,37.75490669862631,-122.42245501922534,Entire home/apt,215,3,94,2018-08-10,0.89,1,274
16551,Sublet: Centrally-Located Studio Apartment in SF,24861,Steven,,Downtown/Civic Center,37.78468948476576,-122.4145618452359,Entire home/apt,65,180,7,2012-04-23,0.08,1,216
17132,Luxury 2BR suite with waterview,43185,Hijin + David,,South of Market,37.78646668394753,-122.39071696982846,Entire home/apt,450,35,14,2016-09-29,0.15,1,274
18231,Loft-like Apt./Garden (monthly only available),70224,Arlene & Leon,,Noe Valley,37.748883709300664,-122.42982374746443,Entire home/apt,107,30,59,2018-05-01,0.58,1,71
18904,Tranquil Lower Haight w/pvt bath,72464,Patrick,,Western Addition,37.77252151838996,-122.43215647138362,Private room,110,2,339,2018-09-25,4.08,2,60
19040,Mission Garden Retreat,72731,David,,Mission,37.76348966609621,-122.41517400287555,Entire home/apt,198,5,225,2018-07-22,2.15,1,0
21334,Studio loft on top of Russian Hill,81455,Joe,,Nob Hill,37.79579579428225,-122.41533449205012,Entire home/apt,150,4,114,2018-09-21,1.12,1,57
21914,A Friendly Room Apt. Style-UCSF/USF-San Francisco,21994,Aaron,,Haight Ashbury,37.76480029761001,-122.45251322942761,Private room,65,32,14,2017-08-16,0.16,9,365
23540,Modern in-Law Unit in the Happening,92400,Daniel & Svetlana,,Mission,37.75065032945569,-122.41983820914385,Entire home/apt,225,1,101,2018-09-24,0.97,1,3
23611,Bernal Heights Gem with Fab Views !,18732,Cecilia,,Bernal Heights,37.74556318786063,-122.41206808320703,Private room,100,3,227,2018-10-01,2.20,1,348
23630,Castro Guest Suite With Continental Breakfast,93257,Daniel,,Castro/Upper Market,37.759630163946134,-122.4414323272976,Entire home/apt,155,3,332,2018-09-20,3.28,1,267
23680,Central Location & Golden Gate View,93737,Gia,,Pacific Heights,37.793180402836875,-122.4277324794233,Entire home/apt,199,5,24,2018-09-30,0.23,1,0
24390,Mission Studio,98733,David + Tina,,Mission,37.751455556926935,-122.41247816738358,Entire home/apt,95,30,64,2018-04-09,0.67,3,108
24450,Atelier Noe 25 Studio in Noe Valley,99058,Judith,,Noe Valley,37.74884818198171,-122.43672598325251,Entire home/apt,199,2,203,2018-09-28,1.98,1,67
24463,"Potrero Hill ""Nest"" Quiet, Comfy & Convenient",99128,Cathryn,,Potrero Hill,37.756445953809276,-122.39910232220872,Private room,155,2,259,2018-09-28,2.55,2,149
24723,Apartment-like rooms in PacHeights,100800,Cynthia,,Western Addition,37.78716464559002,-122.43386112927003,Entire home/apt,195,5,259,2018-09-29,2.51,2,148
25094,San Francisco's Luxury Oasis On Noe,103339,Bruce,,Noe Valley,37.741876130512445,-122.43121541816402,Private room,150,5,23,2018-09-15,0.83,1,334
25168,*CHARMING & BRIGHT* All-Inclusive!,103839,Stas,,Presidio Heights,37.789629921942776,-122.44877780669668,Private room,125,30,16,2015-08-28,0.17,1,305
25463,Modern Zen in the Lower Haight,72464,Patrick,,Western Addition,37.77728949301072,-122.43421149153566,Private room,110,2,380,2018-09-23,3.93,2,57
25662,"Convenient, quiet, private!",106005,Gayle,,Potrero Hill,37.762122016234294,-122.39540903672585,Private room,125,4,288,2018-09-28,2.88,1,315
25927,"CALEF HOUSE Rm 2, Priv Rm in Beaut SF Victorian",109045,Ronda,,Western Addition,37.78894736246063,-122.43030637005006,Private room,110,2,66,2018-09-27,0.85,3,350
26488,Embarcadero High Rise with Views!,112300,Micheal,,Financial District,37.79089910505942,-122.39329438572472,Entire home/apt,1000,360,48,2012-06-21,0.47,1,365
27025,"Elegant, Antique Edwardian Apartment on Castro",115673,Luis,,Castro/Upper Market,37.76297967565378,-122.43136441227804,Entire home/apt,175,30,129,2018-03-31,1.26,1,184
27028,Secret Mission Garden,7149,Ivan & Wendy,,Mission,37.76097556330237,-122.4215807919612,Private room,199,1,24,2018-08-09,0.58,2,0
32027,Luxury Two Bedroom Two Bath Suite - Lower Level.,137980,Jack,,Castro/Upper Market,37.761259149504504,-122.43729222964022,Entire home/apt,325,30,2,2014-10-09,0.04,4,335
32414,"Cozy, Sunny and Private Space",140251,Lisa,,Bernal Heights,37.740254505653716,-122.41259087293635,Entire home/apt,150,30,93,2018-05-31,0.93,1,261
33577,Potrero Hill Garden Suite,145258,Kepa,,Potrero Hill,37.76514606125046,-122.39750094268479,Entire home/apt,230,1,596,2018-09-29,6.51,4,335
33578,Potrero Hill Garden Lookout,145258,Kepa,,Potrero Hill,37.76525618558157,-122.39730470636793,Entire home/apt,230,1,548,2018-09-30,5.60,4,328
38607,Beautiful Upscale House Private BR,165574,Jonathan,,Presidio Heights,37.78197461686888,-122.45809229686044,Private room,119,3,186,2018-09-17,1.86,3,20
