id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8411606,comfy oceanside nest,21303289,Eugenia And Alessandro,,Seacliff,37.7848860798736,-122.49287168597301,Private room,105,2,28,2016-08-29,2.87,1,39
9904485,Great Room!,13046907,John,,Seacliff,37.78548685790055,-122.48801127129538,Private room,195,1,0,,,2,0
1931937,Blocks from GG Park & Ocean Beach,7932270,Noam,,Seacliff,37.78156408540695,-122.49442445483002,Private room,85,3,37,2016-08-08,1.17,2,21
11187767,Huge Seacliff Penthouse With Views,58242037,Jonathan,,Seacliff,37.77968470054454,-122.51047169622683,Entire home/apt,400,2,5,2016-08-12,0.91,1,153
8087607,Single Room Beautiful Beach Condo,3264449,Keith,,Seacliff,37.77531800696514,-122.511620556222,Private room,79,1,0,,,1,0
14252951,Labor Day weekend apartment in SF :),30270108,Safe,,Seacliff,37.783442157250974,-122.49254959712943,Entire home/apt,175,1,2,2016-08-16,2,1,308
7856443,The Real San Francisco #2,6076870,Todd And Tatyana,,Seacliff,37.78213277410354,-122.49273026951246,Entire home/apt,195,2,11,2016-08-21,2.97,2,8
6938818,Best Secret in Town,36381578,Harris,,Seacliff,37.780659020499094,-122.50563477930223,Private room,111,3,33,2016-08-27,2.28,2,145
2134100,Ocean Beach hilltop cottage,10889606,Marty And Alexis,,Seacliff,37.78388809323231,-122.50855676227975,Entire home/apt,135,1,198,2016-08-31,6.25,1,301
9395222,"Ocean Beach, Lands End Escape",25963295,Tyler,,Seacliff,37.78143337110802,-122.50517932748954,Entire home/apt,155,1,58,2016-09-01,5.96,1,67
8001958,Ocean and park front panoramic view,24591867,Raul,,Seacliff,37.780707805327296,-122.50915996453602,Entire home/apt,1850,1,0,,,1,0
10961737,Spacious 1bd with balcony,55986312,Djibril,,Seacliff,37.78556600758731,-122.48872855186117,Private room,300,1,0,,,1,365
69681,Panorama Pacific View,127367,Annette,,Seacliff,37.77706906926253,-122.50923187258286,Entire home/apt,325,18,5,2016-03-24,0.08,25,335
1427660,Charming Studio Apt at Ocean Beach,2275604,Laurie,,Seacliff,37.77523612890901,-122.50913745067113,Entire home/apt,150,2,253,2016-08-29,6.89,1,277
3168359,Charming & Private Ideal location,16071511,Jamie,,Seacliff,37.77931903796439,-122.50963522313913,Entire home/apt,192,3,82,2016-08-19,3.33,2,139
8388658,Mid-century Seacliff near GG Bridge,9996441,Howard,,Seacliff,37.78766423088835,-122.48915222761799,Entire home/apt,895,3,0,,,1,0
4321720,Modern room with view of Alamo Sq,7628795,Michael And Novita,,Haight Ashbury,37.77469240947981,-122.43956326268159,Private room,165,2,43,2016-08-18,1.88,2,62
2081420,Spacious Victorian of Panhandle,10607931,Vita,,Haight Ashbury,37.76982005408826,-122.44467981598221,Entire home/apt,195,2,27,2016-06-10,0.87,1,1
3809432,Foo,8141082,Varun,,Haight Ashbury,37.775480589910856,-122.44252080413868,Entire home/apt,432,1,0,,,1,365
6941379,Historic Haight-Ashbury Victorian,3190405,Alex (And Cat),,Haight Ashbury,37.77098638148183,-122.45053893491374,Entire home/apt,350,2,5,2016-06-17,0.35,1,351
8275971,Alamo Square Studio,25169174,Tony,,Haight Ashbury,37.77588359628992,-122.43838438758793,Entire home/apt,400,3,0,,,1,0
4303248,Charming Studio in Cole Valley,22337067,Julien,,Haight Ashbury,37.76423707101516,-122.45199313456413,Entire home/apt,225,3,11,2016-06-26,1.42,1,301
1186228,"Lovely, Bright Rm. in Edwardian Apt",4401321,Beth,,Haight Ashbury,37.76317168199759,-122.4485368052185,Private room,107,1,37,2016-08-15,1.02,2,327
12005182,Blue House Grotto,64201770,Sherri,,Haight Ashbury,37.771916611285604,-122.4435415087459,Private room,125,1,1,2016-04-01,0.19,1,0
149108,QUIET LUXURY COLE VALLEY PARKING,719538,Margaret,,Haight Ashbury,37.76100953756335,-122.45068669162194,Entire home/apt,300,2,2,2015-07-26,0.08,1,211
7968117,Sunny Cole Valley Room,285165,Scott,,Haight Ashbury,37.764764577619964,-122.44771016610589,Private room,60,3,6,2016-04-04,0.48,1,0
14220749,Room in Cole Valley,37743137,Linda,,Haight Ashbury,37.763924534790355,-122.45240886864742,Private room,75,2,0,,,1,129
9236486,Great Private Room in amazing location!,39443802,Aline,,Haight Ashbury,37.76975304170431,-122.44868473600951,Private room,95,3,0,,,1,249
10480018,Cozy and comfortable studio,24464994,Christina,,Haight Ashbury,37.7675543943346,-122.44526617103931,Entire home/apt,143,1,13,2016-08-23,1.76,1,17
7180644,700sqft Studio Deck Private Entranc,12575154,Stefanie,,Haight Ashbury,37.76100331584191,-122.44756124161353,Entire home/apt,169,3,2,2016-01-15,0.22,1,0
8142,Friendly Hotel Apartment Style,21994,Aaron,,Haight Ashbury,37.76487219421756,-122.45182799146508,Private room,65,7,6,2016-05-18,0.25,7,326
4886010,Bright private room with bathroom,2994563,Joanna,,Haight Ashbury,37.77017820764594,-122.45054047088469,Private room,145,1,0,,,1,32
14505925,Extra Large Room - Your Own Studio - 2,2442220,Dan,,Haight Ashbury,37.771174213957295,-122.44435068084442,Private room,110,7,0,,,2,28
10630079,Charming Victorian with backyard!,20578320,Miriam,,Haight Ashbury,37.76671611390671,-122.44748955606995,Entire home/apt,299,1,3,2016-08-22,0.43,1,0
13019244,Private Room in Victorian,10491767,Tom,,Haight Ashbury,37.77120390713833,-122.44684903695277,Private room,125,1,0,,,2,0
5762374,Private Room and Bath Near GG Park,22687150,Adam,,Haight Ashbury,37.76872761365776,-122.45157316514623,Private room,125,1,71,2016-08-21,4.37,2,57
9771911,Spacious 1 BR apt in Haight-Ashbury,50382812,Chris,,Haight Ashbury,37.768844118924164,-122.44850417614303,Entire home/apt,175,1,15,2016-08-18,1.94,1,312
12023104,Haight Ashbury 2BR 1BA Victorian,44296618,Andrea,,Haight Ashbury,37.770689923377724,-122.45096116655677,Private room,100,2,35,2016-08-13,6.60,1,10
9340256,Lovely Victorian Two Room Suite,48476780,Jody And Andy,,Haight Ashbury,37.776016657807865,-122.44052860895968,Entire home/apt,195,1,65,2016-08-31,6.68,1,25
10829845,1 Room Garden Apartment in Haight,15866729,Dylan,,Haight Ashbury,37.77050924893643,-122.45084949552756,Private room,174,1,0,,,1,0
3122882,Friendly Inviting Room in NOPA,10354038,Kara,,Haight Ashbury,37.77566960624119,-122.44607636391294,Private room,140,1,79,2016-06-16,2.85,2,325
269463,Elegant Victorian Flat in Haight ,1244308,Lawrence,,Haight Ashbury,37.76710858506811,-122.45151218848747,Entire home/apt,192,2,78,2016-08-09,1.34,1,316
7861157,Newly Renovated 2 BR Flat,7173776,Lucia,,Haight Ashbury,37.77454212732908,-122.45109295196418,Entire home/apt,195,3,37,2016-08-22,3.14,1,112
6855106,Dapper Abode for 2/can do 4(tight),22890047,Danielle,,Haight Ashbury,37.77144091680478,-122.44101465627679,Entire home/apt,195,2,32,2016-08-23,2.80,2,315
7858587,Haight Ashbury Experience Room L,1032643,Josh,,Haight Ashbury,37.77042567291009,-122.44824969788176,Private room,78,2,45,2016-08-21,3.65,6,329
592799,Haight/Ashbury 2-br Victorian flat,2343533,Gabriele,,Haight Ashbury,37.770127301611275,-122.45007881404534,Entire home/apt,111,7,3,2016-05-21,0.06,1,1
10721140,Classic SF apartment in city center,13038945,Sam,,Haight Ashbury,37.77013424411231,-122.4375708794489,Entire home/apt,1100,1,0,,,1,0
5286047,Stylish NOPA Pad,1674453,Adam,,Haight Ashbury,37.77612045160735,-122.44048032026961,Entire home/apt,240,1,21,2016-06-25,1.16,1,293
11735293,Beautiful renovated SF Victorian,1543040,Soledad,,Haight Ashbury,37.77226115775881,-122.44015273331307,Entire home/apt,900,5,1,2016-06-29,0.45,1,38
130775,Emergency happy Weekly room-sink/tv,21994,Aaron,,Haight Ashbury,37.76608594076294,-122.45126197318658,Private room,65,7,8,2016-08-21,0.16,7,365
10944402,Spacious Bright Apartment in NOPA,730606,Shahed,,Haight Ashbury,37.77352284045055,-122.45162659209342,Private room,195,1,0,,,1,0
671230,Bungalow on top of San Francisco,3401792,Jeff,,Haight Ashbury,37.768810287836814,-122.44045884348853,Entire home/apt,250,2,8,2016-07-03,0.17,1,330
10455187,"Large, newly-remodeled NOPA studio",2559230,Tjarko,,Haight Ashbury,37.77352017718617,-122.4433454733962,Entire home/apt,250,3,12,2016-08-24,2.13,1,57
13814336,Spacious and sunny room,1020259,Thomas,,Haight Ashbury,37.76443844074723,-122.44782904005733,Private room,95,1,6,2016-08-21,4.09,1,215
8584491,Quiet Room with View - Duboce Park,2559337,Brian,,Haight Ashbury,37.769077421901784,-122.43664336170482,Private room,125,3,1,2016-03-04,0.16,1,221
4258894,Private Studio at a great price!,2578257,Joshua,,Haight Ashbury,37.769678080926994,-122.44824926099922,Entire home/apt,145,1,0,,,1,0
1144148,700sqft Walk Out Patio in Haight,4284256,Bryan,,Haight Ashbury,37.77447499154739,-122.448178012543,Entire home/apt,145,4,21,2016-06-07,0.56,1,16
10917847,3 bdrm Cole Valley Flat -SB Weekend,56589883,Kara,,Haight Ashbury,37.76533569150558,-122.45064219184833,Entire home/apt,1250,2,0,,,1,0
8904701,Grand Modern Gallery Home,40963718,Blythe,,Haight Ashbury,37.76407865537861,-122.44925614988814,Entire home/apt,2000,3,0,,,1,0
8473252,NOPA-Alamo Square Spot,482426,Mark,,Haight Ashbury,37.77432894659629,-122.43894089206921,Private room,200,5,0,,,1,0
13205424,Panhandle View,6573109,Bin,,Haight Ashbury,37.771911883666206,-122.44919222199728,Private room,350,3,0,,,1,0
2965351,2 BR Cole Valley Flat,15130772,Lora,,Haight Ashbury,37.762502172387556,-122.44936000843806,Entire home/apt,220,2,19,2016-06-17,0.72,1,40
212783,Haight Ashbury Experience Room 1,1032643,Josh,,Haight Ashbury,37.771078858413105,-122.44941835017579,Private room,108,2,207,2016-08-26,3.42,6,324
