id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9904485,Great Room!,13046907,John,,Seacliff,37.78548685790055,-122.48801127129538,Private room,195,1,0,,,2,0
6938818,Best Secret in Town,36381578,Harris,,Seacliff,37.780659020499094,-122.50563477930223,Private room,111,3,35,2016-10-26,2.12,2,162
1931937,Blocks from GG Park & Ocean Beach,7932270,Noam,,Seacliff,37.78156408540695,-122.49442445483002,Private room,85,3,43,2016-10-09,1.28,2,20
2134100,Ocean Beach hilltop cottage,10889606,Marty And Alexis,,Seacliff,37.78388809323231,-122.50855676227975,Entire home/apt,135,1,213,2016-10-19,6.32,1,301
15285867,Cozy Rendezvous,90996155,Diane,,Seacliff,37.78634277521338,-122.48956956245033,Private room,98,1,4,2016-10-09,4,2,309
1427660,Charming Studio Apt at Ocean Beach,2275604,Laurie,,Seacliff,37.77523612890901,-122.50913745067113,Entire home/apt,150,2,264,2016-10-30,6.81,1,312
11187767,Huge Seacliff Penthouse With Views,58242037,Jonathan,,Seacliff,37.77968470054454,-122.51047169622683,Entire home/apt,400,2,6,2016-09-17,0.80,1,174
15695239,Prestigious Cliff_side Home with awesome views,101323407,DianeBosch,,Seacliff,37.78816489580783,-122.48674300696493,Entire home/apt,630,5,0,,,1,364
14252951,Cozy apartment in beautiful SF :),30270108,Safe,,Seacliff,37.783442157250974,-122.49254959712943,Entire home/apt,175,1,3,2016-09-05,1.03,1,3
9824673,STUNNING HOUSE BY OCEAN BEACH -Long term 30+ days!,49499644,Denise,,Seacliff,37.7818035372149,-122.50732741471818,Entire home/apt,175,30,5,2016-09-08,0.65,1,283
8411606,comfy oceanside nest,21303289,Eugenia And Alessandro,,Seacliff,37.7848860798736,-122.49287168597301,Private room,105,2,43,2016-10-23,3.64,1,47
8001958,Ocean and park front panoramic view,24591867,Raul,,Seacliff,37.780707805327296,-122.50915996453602,Entire home/apt,1850,1,0,,,1,0
9395222,"Ocean Beach, Lands End Escape",25963295,Tyler,,Seacliff,37.78143337110802,-122.50517932748954,Entire home/apt,155,1,75,2016-10-15,6.37,1,69
14652409,Garden of Eden,90996155,Diane,,Seacliff,37.7863688690504,-122.49055272173688,Private room,200,1,2,2016-10-23,2,2,364
69681,Panorama Pacific View,127367,Annette,,Seacliff,37.77706906926253,-122.50923187258286,Entire home/apt,220,21,5,2016-03-24,0.08,28,303
10961737,Spacious 1bd with balcony,55986312,Djibril,,Seacliff,37.78556600758731,-122.48872855186117,Private room,300,1,0,,,1,365
7856443,The Real San Francisco #2,6076870,Todd And Tatyana,,Seacliff,37.78227777410354,-122.49278426951247,Entire home/apt,195,2,16,2016-09-23,2.79,2,0
15664146,Spacious 3 beds in convenient/safe neighborhood,101134145,Ey,,Seacliff,37.78436456347278,-122.48951467158255,Entire home/apt,295,2,0,,,2,343
3168359,Charming & Private Ideal location,16071511,Jamie,,Seacliff,37.77931903796439,-122.50963522313913,Entire home/apt,192,3,88,2016-10-31,3.30,2,161
8388658,Mid-century Seacliff near GG Bridge,9996441,Howard,,Seacliff,37.78766423088835,-122.48915222761799,Entire home/apt,895,3,0,,,1,0
8473252,NOPA-Alamo Square Spot,482426,Mark,,Haight Ashbury,37.77432894659629,-122.43894089206921,Private room,200,5,0,,,1,0
1919372,Jewel Box Studio in Hip NoPa,7361314,Art,,Haight Ashbury,37.77570008739193,-122.43847173013019,Entire home/apt,175,1,171,2016-10-26,4.86,1,349
11735293,Beautiful renovated SF Victorian,1543040,Soledad,,Haight Ashbury,37.77226115775881,-122.44015273331307,Entire home/apt,900,5,1,2016-06-29,0.24,1,34
70185,Classic Victorian in Ideal Location,349322,Jaime,,Haight Ashbury,37.76629490097711,-122.4474438606795,Entire home/apt,225,3,28,2016-10-24,0.43,1,316
791573,Historic Haight/Ashbury Apartment,3057214,Gavin,,Haight Ashbury,37.77406595426809,-122.44281669394574,Private room,80,3,65,2016-10-13,1.64,1,273
1494503,Modern Spacious Victorian,7988057,Genevieve,,Haight Ashbury,37.772548348415256,-122.45208362717764,Entire home/apt,400,2,8,2016-05-30,0.20,1,332
358672,Top Shelf Living @Panhandle Park,16866,Nicholas,,Haight Ashbury,37.774985057648124,-122.44875240724487,Private room,500,5,0,,,2,0
15194258,"Bright, cozy and private room in Haight&Ashbury",15352505,Alexander,,Haight Ashbury,37.770164537654026,-122.44278355690984,Private room,59,13,0,,,2,150
8371368,Studio in front Golden Gate Park,6109538,Jameson,,Haight Ashbury,37.77284986440564,-122.44712247184961,Private room,100,1,0,,,1,0
13045237,Beautiful room in upper Haight SF,72176145,Munique,,Haight Ashbury,37.76757792924767,-122.44573614921606,Private room,75,5,2,2016-09-09,0.36,1,351
3809432,Foo,8141082,Varun,,Haight Ashbury,37.775480589910856,-122.44252080413868,Entire home/apt,432,1,0,,,1,365
172943,Redwood Cottage on Ashbury Heights,825576,Stephan,,Haight Ashbury,37.760217273521285,-122.44949756899884,Entire home/apt,279,2,0,,,1,365
7918,A Friendly Hotel,21994,Aaron,,Haight Ashbury,37.766689597862175,-122.45250461761628,Private room,65,7,16,2016-10-11,0.18,7,345
6500567,"Large Private Room, Huge Windows",8283086,Jessica,,Haight Ashbury,37.77386629329189,-122.44926309312689,Private room,90,1,1,2016-03-01,0.12,1,0
5286047,Stylish NOPA Pad,1674453,Adam,,Haight Ashbury,37.77612045160735,-122.44048032026961,Entire home/apt,240,1,22,2016-09-19,1.09,1,344
1206184,In the Heart of Haight/Ashbury # 4,4677165,Ashirvadam,,Haight Ashbury,37.7711258612696,-122.4461646351246,Private room,89,1,152,2016-10-27,3.69,6,361
1206261,In the Heart of Haight/Ashbury # 6,4677165,Ashirvadam,,Haight Ashbury,37.771069491329825,-122.44874356882352,Private room,99,1,97,2016-10-10,2.36,6,364
6941379,Historic Haight-Ashbury Victorian,3190405,Alex (And Cat),,Haight Ashbury,37.77098638148183,-122.45053893491374,Entire home/apt,350,2,8,2016-10-08,0.49,1,362
91957,Sunny SF Flat with 5*s 15% Tax Incd,495796,Joy,,Haight Ashbury,37.761935772488144,-122.4492861428232,Entire home/apt,300,3,66,2016-10-15,1.06,1,335
12042,Sunny/Sunset view room,21994,Aaron,,Haight Ashbury,37.76894262424544,-122.44778223886064,Private room,89,7,5,2015-10-18,0.12,7,365
1206233,In the Heart of Haight/Ashbury # 5,4677165,Ashirvadam,,Haight Ashbury,37.770275536079836,-122.44757323506505,Private room,79,1,186,2016-10-16,4.57,6,349
8908906,Spacious Apartment  Haight Ashbury,27653019,Thomas,,Haight Ashbury,37.77105561016938,-122.44439305048276,Entire home/apt,320,1,0,,,1,0
1864121,Beautiful& Warm Apt + Amazing View,9720765,Faye,,Haight Ashbury,37.76978720244858,-122.4387894890919,Entire home/apt,320,1,76,2016-10-09,2.08,1,357
2816626,Beautiful Victorian,6310896,Jenny,,Haight Ashbury,37.76835878739929,-122.44811666908116,Entire home/apt,320,2,3,2016-08-21,0.11,1,252
671230,Bungalow on top of San Francisco,3401792,Jeff,,Haight Ashbury,37.768810287836814,-122.44045884348853,Entire home/apt,250,2,9,2016-09-22,0.18,1,365
130565,Large flat in Cole Valley (w/cat),642739,Margaret,,Haight Ashbury,37.76570437020918,-122.44858497595678,Entire home/apt,350,5,6,2016-01-01,0.09,1,312
7502595,Beautiful room in Haight Victorian,10487703,Siraj,,Haight Ashbury,37.77159191074387,-122.4456650686767,Private room,200,1,0,,,1,0
1259611,Charming Studio in Haight Ashbury,1352817,Margo,,Haight Ashbury,37.77076477106593,-122.43935009901604,Entire home/apt,190,3,86,2016-10-12,2.21,1,314
12309468,Charming sf studio,66380691,Ashley,,Haight Ashbury,37.77023670489901,-122.45208236791015,Entire home/apt,250,1,0,,,1,365
130775,Emergency happy Weekly room-sink/tv,21994,Aaron,,Haight Ashbury,37.76608594076294,-122.45126197318658,Private room,65,7,8,2016-08-21,0.15,7,365
3240016,Great Duboce Park Garden Apartment,13973946,Sandra,,Haight Ashbury,37.769472418750276,-122.43770415302525,Entire home/apt,115,30,148,2016-09-25,5.16,2,358
5960738,Historic Sunny Cole Valley Flat,27513654,Steve,,Haight Ashbury,37.76620171408051,-122.4525132937216,Entire home/apt,480,2,8,2016-08-10,0.45,1,276
14200724,Luxury Apartment - great place in Centre City,8522604,Kim,,Haight Ashbury,37.77018317981172,-122.43777210482212,Private room,299,1,0,,,1,365
8629384,"Cozy, affordable room in Victorian",28649548,Brian,,Haight Ashbury,37.77107516485593,-122.44441075297534,Private room,105,2,3,2015-11-15,0.23,1,0
12005182,Blue House Grotto,64201770,Sherri,,Haight Ashbury,37.771916611285604,-122.4435415087459,Private room,125,1,1,2016-04-01,0.14,1,0
3122882,Friendly Inviting Room in NOPA,10354038,Kara,,Haight Ashbury,37.77566960624119,-122.44607636391294,Private room,140,1,82,2016-10-26,2.76,2,354
3138935,"Central SF, Secluded 2BR Garden Apt",5391643,Dan,,Haight Ashbury,37.77424379163388,-122.45159028120091,Entire home/apt,250,2,96,2016-10-17,3.25,1,338
1975404,Haight Owner-Designer Apt w/Parking,10197471,Paul,,Haight Ashbury,37.771907495023875,-122.43917826991957,Entire home/apt,275,3,42,2016-09-26,1.22,1,74
1827776,Upper Terrace Cottage,9286303,RA Tahoe Rentals,,Haight Ashbury,37.766616005829526,-122.44227821307771,Entire home/apt,258,3,1,2015-03-26,0.05,2,0
10508881,"Modern, Spacious 3BR for Super Bowl",334714,Michael,,Haight Ashbury,37.773931235710016,-122.45395354250388,Entire home/apt,399,2,0,,,1,0
5762600,nice room in the upper haight,753943,Stephan,,Haight Ashbury,37.770042885631526,-122.44575013723279,Private room,85,1,1,2015-03-31,0.05,2,0
15439449,Alamo Square Victorian I.,6218143,Melissa,,Haight Ashbury,37.774546336347264,-122.43795331111947,Private room,125,2,0,,,2,81
14790532,A little Peace 'N Haightven,74905944,Brandon,,Haight Ashbury,37.77066518140115,-122.43922883719999,Private room,145,1,9,2016-10-23,4.50,1,365
8142,Friendly Hotel Apartment Style,21994,Aaron,,Haight Ashbury,37.76487219421756,-122.45182799146508,Private room,65,7,6,2016-05-18,0.23,7,365
1945508,"Gorgeous, bright, NOPA flat, views",3800640,Julie,,Haight Ashbury,37.769072699510765,-122.43754961384907,Private room,150,3,26,2016-10-08,0.98,1,360
9737176,"Lovely, big room in Haight&Ashbury",15352505,Alexander,,Haight Ashbury,37.77013326213099,-122.44446571037584,Private room,79,30,1,2016-06-20,0.22,2,0
15339049,Zen Home,28407268,Rosellen,,Haight Ashbury,37.77182472776629,-122.43914679993397,Entire home/apt,350,2,2,2016-10-24,2,1,60
21914,A Friendly Hotel Apartment Style,21994,Aaron,,Haight Ashbury,37.76480029761001,-122.45251322942761,Private room,65,7,13,2016-10-09,0.21,7,364
14944663,Cole Valley Casa,1243792,Carolyn,,Haight Ashbury,37.76284609478752,-122.44953188711466,Entire home/apt,400,4,0,,,1,320
15560650,Huge Charming Victorian Room!,99270779,Benjamin,,Haight Ashbury,37.77126901496685,-122.44334377939835,Private room,175,2,0,,,2,364
15166300,"Cozy, Spacious Room in Beautiful Cole Valley House",70181269,Andrew,,Haight Ashbury,37.76393814894999,-122.4478499515974,Private room,80,2,1,2016-10-03,1,1,41
8192881,Modern Cole Valley studio,6387932,Meryl,,Haight Ashbury,37.76922397372911,-122.44698208256999,Entire home/apt,150,2,63,2016-10-16,4.62,1,129
10437411,Haight Ashbury Painted Lady Studio,4413556,Chip & Angela,,Haight Ashbury,37.77025358132752,-122.44738404735072,Entire home/apt,195,2,42,2016-11-01,6.74,1,113
5849626,Large modern private studio in NOPA,7221947,Tiffany,,Haight Ashbury,37.774517583835596,-122.44490079119156,Entire home/apt,245,3,70,2016-10-30,4.09,1,21
11016235,"NOPA Remodeled room location ""P""",57164856,Peter,,Haight Ashbury,37.77453167323597,-122.44652517016686,Private room,79,1,8,2016-10-24,1.43,5,313
2012500,Inviting NOPA Flat,10354038,Kara,,Haight Ashbury,37.77331742125359,-122.44390398064048,Entire home/apt,329,2,13,2016-10-15,3.25,2,84
14554419,Bright private room in shared flat of house.,8565424,Jennifer,,Haight Ashbury,37.77404652111651,-122.44768932586024,Private room,75,2,3,2016-10-11,1.17,1,270
10043166,NEW 3-Bedroom SF Apartment,1821071,Ariel,,Haight Ashbury,37.764827088189605,-122.45131405855948,Entire home/apt,400,2,7,2016-10-04,0.78,2,19
6414298,Great Home 15 min to Union Square,33455389,Haley,,Haight Ashbury,37.76634512047801,-122.450402361698,Entire home/apt,90,2,2,2015-10-19,0.13,1,0
1280637,Fabulous Designer Cole Valley Flat,1501937,Thorina,,Haight Ashbury,37.76517668165692,-122.44937230523952,Entire home/apt,350,2,5,2015-05-15,0.12,1,305
11927222,"Bright, top floor, quiet one bed",2199651,Arthur,,Haight Ashbury,37.77436246196308,-122.44827370760387,Entire home/apt,125,3,0,,,1,0
6749830,2 BR Home in San Francisco,35340793,Monica,,Haight Ashbury,37.760843841522544,-122.4494054564239,Entire home/apt,500,3,7,2016-01-02,0.43,1,0
10058568,Central San Francisco luxury,31021771,Ryan,,Haight Ashbury,37.76719265642213,-122.44823796238622,Entire home/apt,220,30,3,2016-07-16,0.44,1,119
8844548,The Carriage House,46316665,Allen,,Haight Ashbury,37.771777722550944,-122.44541021743281,Entire home/apt,207,1,114,2016-10-28,8.93,1,55
10734171,Beautiful Modern 2BR/2BA in NOPA,5037151,David,,Haight Ashbury,37.77458935497628,-122.43815727933493,Entire home/apt,400,3,0,,,1,0
13205424,Panhandle View,6573109,Bin,,Haight Ashbury,37.771911883666206,-122.44919222199728,Private room,350,3,0,,,1,0
13942216,Hip 2 Bd Rm in Historic Haight,4694479,Kaitlyn,,Haight Ashbury,37.76418411767554,-122.44543731082369,Entire home/apt,275,4,0,,,2,42
15662506,Spacious and Bright Apartment in the Heart of SF!,49272889,Alex,,Haight Ashbury,37.77343028897362,-122.45185031019315,Private room,200,1,0,,,1,150
13814336,Spacious and sunny room,1020259,Thomas,,Haight Ashbury,37.76443844074723,-122.44782904005733,Private room,95,2,10,2016-10-23,2.86,1,275
10944402,Spacious Bright Apartment in NOPA,730606,Shahed,,Haight Ashbury,37.77352284045055,-122.45162659209342,Private room,195,1,0,,,1,0
8994562,Cozy Room in the heart of the city,10336506,Benjamin,,Haight Ashbury,37.768068196447175,-122.44967032568567,Private room,100,7,0,,,1,0
2965351,2 BR Cole Valley Flat,15130772,Lora,,Haight Ashbury,37.762502172387556,-122.44936000843806,Entire home/apt,220,2,19,2016-06-17,0.66,1,39
212783,Haight Ashbury Experience Room 1,1032643,Josh,,Haight Ashbury,37.771078858413105,-122.44941835017579,Private room,108,2,218,2016-10-30,3.48,6,360
9633626,Panhandle Family Flat,22784261,Jj,,Haight Ashbury,37.77488364762666,-122.43998815725413,Entire home/apt,350,1,0,,,1,0
8781629,Ashbury Heights Studio with Deck,18069846,Renee,,Haight Ashbury,37.76807541407128,-122.44520558221593,Entire home/apt,150,2,13,2016-10-16,1.07,1,0
13466982,"Beautiful Home on the Park: Warm, Cozy, and Large",12612046,Eric,,Haight Ashbury,37.773911173827344,-122.44540248736281,Private room,185,2,2,2016-09-30,0.70,1,87
